,Postcode,PC_Area,Target,Population aged 65+,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,Mean Income,Median Income,Mode Income,Lower Quartile
7197,W91NS,W,0,7,2,3,0,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,7,19,9,8,19,7,65200,58370.16575,110000,38206.52174
7198,W91NW,W,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,3,48900,43000,32500,27088.60759
7199,W91NX,W,0,14,3,9,4,2,0,0,0,0,0,1,5,2,1,1,0,0,0,0,17,26,15,19,18,15,49000,42313.59649,32500,26077.0751
7200,W91PB,W,0,10,3,7,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,12,12,9,19,10,10,46900,39940.8284,22500,24209.18367
7201,W91PE,W,0,11,3,6,1,1,0,0,1,0,0,0,5,0,1,1,2,1,0,0,15,31,12,15,36,12,47200,40719.84436,22500,24949.66443
7202,W91PF,W,0,22,6,11,2,0,3,0,0,0,0,4,11,3,2,0,1,0,1,0,34,57,38,33,61,25,46200,39959.53237,32500,24811.16585
7203,W91PG,W,1,26,7,12,2,1,1,1,0,0,0,4,14,3,2,1,2,1,1,0,18,26,40,30,44,36,36900,30975.10373,17500,18646.49682
7204,W91PN,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,3,0,3,2,58200,49705.88235,22500,28947.36842
7205,W91PP,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,3,1,4,2,85700,80400,110000,55121.95122
7206,W91PQ,W,1,9,2,6,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,13,13,8,17,13,9,52900,45344.12955,32500,27392.08633
7207,W91PR,W,0,13,1,7,1,1,1,1,1,1,0,1,6,2,1,1,0,1,0,0,8,11,7,10,15,7,59000,51878.45304,42500,32935.32338
7208,W91PS,W,0,6,1,3,0,0,1,1,0,0,0,1,3,1,1,0,0,0,0,0,5,5,4,3,8,4,62700,54312.5,110000,34044.94382
7209,W91PT,W,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,3,2,6,4,66800,59841.26984,110000,40692.30769
7210,W91PW,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,3,1,4,1,51100,45921.05263,32500,30125
7211,W91QE,W,0,21,3,12,6,1,1,1,0,0,0,5,9,2,1,0,1,0,0,0,17,26,21,19,22,22,43900,37634.73054,22500,22727.27273
7212,W91QF,W,0,19,2,12,6,1,1,1,1,0,0,4,7,1,1,0,1,0,0,0,13,23,19,16,19,17,40800,34041.21864,17500,20183.20611
7213,W91QG,W,0,11,1,5,2,1,1,0,0,0,0,2,6,1,1,2,0,0,0,0,14,16,7,12,11,8,35700,30921.65899,17500,19353.28185
7214,W91QH,W,0,10,1,6,2,1,2,0,0,0,0,2,4,1,1,0,0,0,0,0,5,11,5,5,10,8,41400,34765.25822,17500,20524.19355
7215,W91QP,W,0,14,5,8,1,1,1,0,0,0,0,2,6,1,1,0,1,1,0,0,13,18,14,15,17,11,39800,33783.78378,17500,20014.66276
7216,W91QQ,W,0,18,1,11,3,1,3,1,1,1,0,3,7,2,2,0,0,0,0,0,7,19,11,11,20,13,41500,35606.40732,22500,22070.89552
7217,W91QR,W,0,13,4,7,1,1,1,0,0,0,0,2,6,1,1,0,1,1,0,0,12,18,12,15,18,10,55800,48366.01307,32500,30133.53116
7218,W91QS,W,0,20,3,13,5,1,1,1,1,1,0,2,7,2,2,1,0,0,0,0,20,31,19,21,20,17,32000,26693.29073,17500,16242.67292
7219,W91QT,W,0,14,3,9,4,2,0,0,0,0,0,1,5,2,1,1,0,0,0,0,17,26,16,18,18,15,33200,28218.69489,17500,17331.93277
7220,W91QU,W,0,13,1,5,0,1,2,1,0,0,0,1,8,2,1,1,2,1,0,0,28,25,18,24,21,10,29900,24626.16822,17500,15011.31222
7221,W91QX,W,0,14,1,5,0,1,2,1,0,0,0,1,9,2,1,1,2,2,0,0,30,26,17,25,22,10,28200,23776.22378,17500,14860.58302
7222,W91QY,W,0,21,2,10,4,1,2,1,0,0,0,3,11,2,2,3,0,1,0,0,23,25,16,21,21,14,33000,27366.60929,17500,16139.79849
7223,W91QZ,W,0,20,2,9,3,1,2,1,0,0,0,3,11,2,2,3,0,1,0,0,20,26,12,20,21,14,29500,24649.77645,17500,15063.61323
7224,W91RA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21700,19210.52632,12500,12631.57895
7225,W91RG,W,0,11,1,7,1,1,1,1,1,1,0,1,4,2,0,1,0,0,0,0,8,12,6,7,14,7,42600,36201.41343,22500,22116.47727
7226,W91RH,W,0,4,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,7,5,4,10,5,44800,37898.08917,22500,23000
7227,W91RJ,W,0,5,1,4,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,8,7,5,11,5,44100,38260.86957,22500,23778.62595
7228,W91RL,W,0,7,1,4,0,1,1,1,0,0,0,1,3,1,0,1,0,0,0,0,5,10,7,7,13,7,47200,40829.26829,22500,24958.50622
7229,W91RN,W,0,4,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,4,2,7,3,50800,43686.13139,32500,27364.86486
7230,W91RP,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,4,3,60000,53448.27586,47500,35000
7231,W91RQ,W,0,11,1,6,1,1,1,1,1,0,0,1,5,2,1,1,0,0,0,0,8,11,7,8,14,7,44900,38976.10922,22500,24346.50456
7232,W91RR,W,0,8,1,5,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,4,8,5,3,8,7,83200,77169.81132,110000,52196.9697
7233,W91RS,W,0,7,1,5,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,2,7,4,3,6,6,65600,58367.34694,110000,36764.70588
7234,W91RT,W,0,14,1,10,2,2,2,2,1,0,0,1,4,1,2,0,0,0,0,0,6,13,9,6,14,11,61400,54369.7479,47500,35463.70968
7235,W91RW,W,0,10,1,7,1,1,2,1,1,0,0,1,3,1,1,0,0,0,0,0,4,9,6,5,10,9,53800,46780.4878,32500,29553.99061
7236,W91RX,W,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,3,2,4,2,79300,72352.94118,110000,49078.94737
7237,W91RY,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,64200,57500,42500,37500
7238,W91SD,W,0,5,2,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,11,5,3,12,4,62900,55937.5,47500,36277.37226
7239,W91SE,W,0,5,0,4,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,8,4,5,7,2,66000,58834.95146,110000,38190.47619
7240,W91SF,W,0,21,2,13,1,2,3,3,2,0,0,3,8,1,1,1,1,1,0,0,11,28,17,20,26,10,64300,56901.40845,110000,35774.27822
7241,W91SG,W,0,19,2,13,1,2,3,3,2,0,0,2,6,1,1,1,1,0,0,0,9,26,17,16,24,8,59200,51370.0565,32500,31711.49144
7242,W91SP,W,0,19,4,11,2,1,1,1,1,0,1,2,8,2,2,1,1,0,0,0,15,25,14,12,23,16,61900,54483.24022,42500,34682.53968
7243,W91SQ,W,0,12,3,6,1,1,1,0,0,0,0,3,6,2,1,0,0,0,0,0,7,20,9,8,23,7,69100,61937.5,110000,39978.81356
7244,W91SS,W,0,6,1,2,1,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,3,8,2,7,13,1,56900,49793.38843,32500,31547.61905
7245,W91ST,W,0,3,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,5,2,4,9,1,61800,54882.35294,42500,35170.45455
7246,W91SZ,W,0,5,1,1,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,3,8,4,7,12,3,52500,46059.60265,32500,28955.6962
7247,W91TB,W,0,9,1,5,1,0,1,1,1,0,0,0,4,1,1,0,1,1,0,0,10,15,12,9,15,14,59300,51986.60714,32500,32510.04016
7248,W91TD,W,1,46,7,24,6,3,4,3,1,0,0,4,22,5,5,3,4,1,0,0,0,0,7,1,2,6,15100,12901.37615,7500,8215.843023
7249,W91TE,W,1,54,8,29,7,4,5,4,1,0,0,4,25,6,6,4,4,1,0,0,0,0,6,1,1,7,14300,12570.35647,7500,8022.170362
7250,W91TF,W,1,56,8,30,7,4,5,4,1,1,0,4,26,6,6,4,4,1,1,0,0,0,7,1,1,7,14200,12326.60782,7500,7843.803056
7251,W91TG,W,1,54,8,29,7,4,5,4,1,0,0,4,25,6,6,4,4,1,0,0,0,0,6,1,1,7,17500,14347.52268,12500,9093.50464
7252,W91TH,W,0,11,3,7,2,0,1,1,0,0,0,1,4,1,1,1,0,0,0,0,11,16,10,8,16,11,64100,57045.45455,110000,37056.27706
7253,W91TJ,W,0,13,4,7,2,0,1,0,0,0,0,1,6,2,1,1,1,0,0,0,12,20,12,9,19,14,58500,51382.97872,42500,32811.5016
7254,W91TP,W,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,2,4,0,62800,55666.66667,47500,36969.69697
7255,W91TQ,W,0,9,2,5,1,0,1,1,0,0,0,1,4,1,1,1,0,0,0,0,10,14,8,6,13,8,73500,66743.11927,110000,43842.97521
7256,W91TS,W,0,8,1,2,1,0,0,0,0,0,0,2,6,3,1,0,0,0,0,0,4,13,6,11,21,6,62500,55113.63636,47500,36128.20513
7257,W91UA,W,0,25,3,16,3,5,2,2,0,1,0,2,9,2,2,2,1,0,0,0,7,23,16,10,21,13,59000,51466.66667,42500,33047.33728
7258,W91UB,W,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,4,1,41200,34220.77922,17500,20666.66667
7259,W91UD,W,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,5,5,3,5,4,40100,34532.0197,22500,21502.24215
7260,W91UE,W,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,5,5,2,6,4,46000,40181.81818,32500,25213.90374
7261,W91UF,W,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,5,5,2,7,4,41600,36162.16216,22500,22466.06335
7262,W91UG,W,0,9,1,5,1,2,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,7,5,2,7,4,47000,41293.10345,32500,26047.12042
7263,W91UH,W,0,7,1,4,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,0,2,5,5,2,5,4,45800,40149.7006,32500,25370.37037
7264,W91UJ,W,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,7,5,3,7,4,45900,40325.44379,32500,25582.01058
7265,W91UL,W,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,4,1,43200,36845.2381,22500,22475.72816
7266,W91UN,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,43200,38076.92308,27500,24444.44444
7267,W91UQ,W,0,7,1,4,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,0,2,5,4,2,5,4,44700,38720.93023,22500,23979.59184
7268,W91UR,W,0,15,4,10,1,1,2,1,1,0,0,0,5,2,1,1,1,0,0,0,21,17,15,28,14,15,48200,41925.67568,32500,26276.92308
7269,W91UT,W,0,12,4,9,1,1,1,1,1,0,0,1,3,1,1,0,0,0,0,0,17,16,13,25,11,12,40500,33965.51724,17500,20607.94045
7270,W92AA,W,0,8,1,4,3,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,6,9,9,5,11,6,35800,30558.13953,17500,18970.58824
7271,W92AB,W,0,11,5,8,1,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,15,30,15,15,29,16,30800,26382.06388,17500,16706.27376
7272,W92AE,W,0,29,4,15,4,2,2,2,1,0,0,4,14,4,2,3,1,0,0,0,14,18,14,17,12,13,37000,32381.6156,22500,20745.72127
7273,W92AF,W,0,5,1,3,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,4,8,6,6,8,6,45800,38880,17500,22712.4183
7274,W92AH,W,0,14,0,6,4,0,2,0,0,0,0,3,8,2,1,1,1,0,0,0,16,25,25,16,28,25,30700,25984.04255,17500,16364.54183
7275,W92AJ,W,0,5,0,3,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,5,5,7,4,5,7,30300,24453.125,12500,14116.46586
7276,W92AL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,36600,32692.30769,22500,21315.78947
7277,W92AN,W,0,4,1,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,6,13,8,7,16,8,44100,37914.79821,22500,23613.28125
7278,W92AP,W,0,4,1,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4,6,4,3,8,4,40100,34462.80992,22500,21578.94737
7279,W92AR,W,0,6,1,4,1,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,12,14,17,17,17,16,44800,38689.51613,22500,23442.90657
7280,W92AT,W,0,22,3,11,3,2,1,2,0,0,0,3,11,3,2,2,1,0,0,0,11,14,10,12,11,9,28000,23433.01435,12500,13929.96109
7281,W92AU,W,0,5,1,3,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,7,8,10,9,9,9,33200,28262.19512,17500,17401.47783
7282,W92AW,W,0,4,0,2,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,6,15,8,8,17,8,46100,39587.15596,22500,24651.63934
7283,W92AX,W,0,7,2,6,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,13,16,19,20,19,16,35800,30735.29412,17500,18895.89905
7284,W92AY,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,5,31800,26875,17500,16239.31624
7285,W92BA,W,0,18,0,9,3,1,2,1,1,1,0,1,9,2,1,3,2,0,0,0,13,19,21,17,20,16,32100,27347.22222,17500,16869.56522
7286,W92BD,W,0,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,12,15,19,14,11,11,30800,25775.86207,17500,15684.68468
7287,W92BE,W,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,9,5,4,14,10,31400,27529.06977,17500,17756.09756
7288,W92BF,W,0,4,1,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,2,4,2,2,4,55200,49224.13793,32500,32118.64407
7289,W92BJ,W,0,8,2,6,1,1,1,0,1,0,0,1,2,1,0,0,0,0,0,0,21,23,11,16,21,15,37700,31766.56151,17500,18571.42857
7290,W92BP,W,0,12,3,9,1,1,1,1,1,1,0,1,3,1,1,0,0,0,0,0,12,28,13,12,28,14,37900,32460.03552,17500,19866.46884
7291,W92BS,W,0,14,3,6,2,1,0,0,0,0,0,5,8,1,1,1,0,0,0,0,10,29,18,15,26,18,46100,40008.4317,22500,24796.80697
7292,W92BT,W,0,16,2,9,2,1,1,3,0,0,0,1,7,1,2,1,1,1,0,0,26,80,26,27,81,24,42300,36380.34188,22500,22434.72124
7293,W92BU,W,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,4,2,6,4,42900,38025.21008,32500,24341.08527
7294,W92BW,W,0,8,1,3,1,1,0,0,0,0,0,0,5,1,1,1,1,1,0,0,10,46,24,12,42,19,37800,33150.86782,22500,21078.78788
7295,W92BX,W,0,22,3,11,3,2,1,2,0,0,0,3,11,3,2,2,1,0,0,0,4,12,11,4,10,9,12600,11247.72313,7500,7267.937782
7296,W92BY,W,1,7,2,4,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,18,12,10,16,10,35000,29429.06574,17500,17418.03279
7297,W92DA,W,0,5,1,3,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,3,11,5,5,14,3,54100,47052.98013,32500,29119.49686
7298,W92DB,W,0,8,1,4,2,1,0,0,0,0,0,2,4,1,1,0,0,0,0,0,9,15,11,8,18,7,30000,25558.44156,17500,16153.10078
7299,W92DD,W,0,21,3,12,5,2,1,1,0,0,0,5,9,1,1,1,1,0,0,0,19,34,23,20,38,18,33100,27807.32861,17500,17068.80734
7300,W92DE,W,0,13,4,8,3,1,0,0,0,0,0,3,5,1,1,0,0,0,0,0,11,21,13,11,25,17,48100,41608.57909,32500,25645.93301
7301,W92DF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,4,1,42400,36625,22500,22812.5
7302,W92DG,W,0,10,3,7,2,2,0,0,0,0,0,2,3,1,0,0,0,0,0,0,10,23,12,10,26,15,42800,37136.56388,22500,23267.04545
7303,W92DH,W,0,8,3,4,0,0,0,1,0,0,0,2,4,1,1,0,0,0,0,0,20,21,14,15,38,8,50500,43992.34694,32500,27781.86275
7304,W92DL,W,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,4,3,2,6,4,24200,21063.82979,17500,13761.46789
7305,W92DN,W,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,5,17,6,43500,37941.17647,22500,23932.58427
7306,W92DP,W,0,5,1,2,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,4,6,3,2,8,4,38200,33770.94972,22500,21632.12435
7307,W92DQ,W,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,8,1,29200,25066.66667,17500,15792.07921
7308,W92DR,W,0,4,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,12,8,7,20,3,43500,37976.6537,22500,23676.97595
7309,W92DS,W,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,19,8,9,28,6,50400,43976.10922,32500,28019.80198
7310,W92DT,W,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,12,5,5,16,5,32600,27586.95652,17500,16807.43243
7311,W92DU,W,0,21,3,9,2,1,1,1,1,0,0,2,12,4,2,2,1,1,0,0,19,37,17,21,49,26,37000,31856.35359,17500,19803.73832
7312,W92DX,W,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,8,4,4,12,2,37800,32630.33175,22500,20500
7313,W92DY,W,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,7,4,3,10,4,39900,34482.75862,22500,21495.53571
7314,W92DZ,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,2,8,4,41700,35201.6129,17500,20962.73292
7315,W92ED,W,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,4,3,7,4,35700,31103.8961,17500,19456.52174
7316,W92EE,W,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,4,3,7,4,72500,65583.33333,110000,42391.30435
7317,W92EG,W,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,3,10,4,39100,33684.21053,22500,21184.21053
7318,W92EH,W,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,16,5,5,18,6,36900,31721.61172,17500,19692.30769
7319,W92EL,W,0,32,8,18,3,3,3,1,0,0,0,2,14,3,3,2,2,1,1,0,18,45,21,19,56,23,47600,41417.72152,32500,25887.37201
7320,W92EN,W,0,4,1,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,5,1,2,14,5,31500,26684.78261,17500,16475.40984
7321,W92EP,W,0,13,5,9,2,1,1,0,0,0,0,2,4,1,1,0,0,0,0,0,13,35,19,13,49,18,37200,32296.81979,17500,20046.34398
7322,W92EQ,W,0,15,3,11,4,1,0,1,1,1,0,0,4,1,1,0,2,0,0,0,12,34,13,15,42,14,46700,40755.20833,32500,25378.67079
7323,W92EU,W,0,9,2,4,0,0,2,0,0,0,0,3,5,1,1,0,0,0,0,0,9,17,11,15,19,16,34800,29549.26625,17500,18453.42707
7324,W92EW,W,0,6,1,4,1,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,5,12,6,3,16,7,54700,48534.79853,32500,31501.76678
7325,W92HA,W,0,10,2,5,2,1,0,0,0,0,0,2,5,1,1,1,0,0,0,0,8,13,12,8,15,9,39600,34191.17647,22500,21196.80851
7326,W92HB,W,0,7,1,4,2,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,7,14,10,7,16,7,45400,38989.3617,22500,23892.30769
7327,W92HD,W,0,23,4,12,2,1,1,4,0,0,0,3,11,2,1,2,1,1,1,0,13,46,18,18,62,15,47900,41818.76607,32500,26172.33294
7328,W92HE,W,0,13,2,5,2,0,0,1,0,0,0,3,8,1,3,1,0,0,0,0,23,50,22,22,54,19,42400,37009.13242,22500,23257.65054
7329,W92HF,W,0,9,3,4,0,1,0,0,0,0,0,4,5,0,1,0,0,0,0,0,17,32,18,19,27,11,39700,34270.33493,22500,21352.23555
7330,W92HG,W,0,11,2,4,0,1,1,0,0,0,0,5,7,1,1,0,0,0,0,0,14,34,18,14,50,8,44700,39189.18919,32500,24782.97162
7331,W92HH,W,1,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,10,6,4,11,4,47400,41902.17391,22500,25350
7332,W92HP,W,1,14,4,8,2,1,1,0,0,0,0,2,6,2,1,1,0,0,0,0,11,24,10,16,42,17,38700,33883.75165,22500,21498.78641
7333,W92HQ,W,0,17,5,11,2,1,1,1,1,0,0,1,6,1,1,0,2,1,0,0,20,61,23,29,83,21,43100,37841.34615,22500,24001.72861
7334,W92HT,W,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,7,4,3,9,6,42000,36428.57143,22500,22873.56322
7335,W92HU,W,0,10,2,6,1,1,0,1,1,0,0,1,4,0,1,1,0,1,0,0,12,23,14,12,29,13,46300,40500,32500,25785.71429
7336,W92JA,W,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,9,6,4,14,2,42900,37368.42105,22500,23443.87755
7337,W92JB,W,0,8,2,3,1,0,0,0,0,0,0,4,5,0,1,0,0,0,0,0,14,23,14,15,21,9,36700,31219.5122,17500,19357.68262
7338,W92JD,W,0,22,6,14,5,2,0,1,0,0,0,0,8,6,1,1,0,0,0,0,14,36,16,15,34,37,42200,36082.80255,22500,22158.50515
7339,W92JE,W,0,20,5,13,4,2,0,1,1,0,0,1,7,3,2,0,0,1,0,0,10,19,11,11,18,18,72000,64810.34483,110000,43070.17544
7340,W92JF,W,0,9,2,6,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,5,14,7,5,11,8,68900,61737.80488,110000,39750
7341,W92JG,W,0,14,4,8,3,1,0,0,0,0,0,1,6,2,3,0,0,0,0,0,6,17,14,7,15,11,61700,54511.71875,42500,34589.55224
7342,W92JH,W,0,6,2,2,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,14,27,14,15,26,11,37300,31430.76923,17500,18930.28846
7343,W92JJ,W,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,6,4,5,23400,19554.45545,12500,12314.81481
7344,W92JL,W,1,8,2,3,1,0,0,0,0,0,0,2,5,1,1,1,0,0,0,0,13,30,14,14,33,12,31100,26285.90078,17500,16466.53543
7345,W92JN,W,0,29,5,19,4,2,5,1,1,1,0,2,10,2,5,1,0,0,0,0,17,17,14,17,18,13,35100,29955.25727,17500,17912.08791
7346,W92JP,W,0,5,1,3,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,6,5,3,9,6,44800,39597.70115,32500,25270.27027
7347,W92JQ,W,0,11,2,5,3,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,12,29,13,12,32,15,65400,58245.34161,110000,37831.3253
7348,W92JR,W,0,37,7,23,5,2,7,1,1,0,0,2,14,3,7,1,0,1,0,0,25,23,14,21,26,14,34800,28708.08679,17500,17135.33835
7349,W92JS,W,0,9,1,4,2,1,0,0,0,0,0,1,5,3,1,0,0,0,0,0,7,17,10,8,18,11,50200,43454.8105,32500,27226.77596
7350,W92JX,W,0,10,2,6,1,1,2,0,0,0,0,1,4,1,2,0,0,0,0,0,4,7,5,4,7,6,17700,14258.20257,12500,9062.95754
7351,W92JY,W,0,10,2,6,1,1,1,1,0,0,0,1,4,1,1,1,0,0,0,0,9,18,8,12,20,10,47300,41600.56657,32500,26426.70157
7352,W92JZ,W,0,13,4,7,1,1,0,1,0,0,0,1,6,2,2,0,1,0,0,0,12,14,15,13,15,10,28300,23194.84241,17500,14091.98113
7353,W92LA,W,0,3,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4,15,6,2,20,6,54200,47671.56863,32500,30616.43836
7354,W92LB,W,0,4,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,13,6,3,17,6,57200,49869.10995,32500,31361.38614
7355,W92LE,W,0,6,0,3,1,1,1,0,0,0,0,1,3,1,0,1,0,0,0,0,9,21,7,5,27,6,64200,56914.41441,110000,36673.72881
7356,W92LF,W,0,6,0,3,1,1,0,1,0,0,0,2,3,0,0,1,0,0,0,0,10,24,8,6,31,7,63200,55909.09091,110000,35683.33333
7357,W92LH,W,0,17,5,7,2,0,0,0,0,0,0,2,10,2,1,3,1,0,1,0,6,18,21,16,29,15,64900,57634.92063,110000,37348.48485
7358,W92LJ,W,0,12,3,6,2,0,0,1,0,0,0,2,6,1,1,2,0,0,0,0,4,14,15,12,25,14,58700,51052.63158,32500,32029.56989
7359,W92LL,W,0,18,2,8,1,1,3,0,0,1,0,3,10,0,1,1,3,1,1,0,9,24,11,6,28,10,58400,51715.54252,42500,33468.83469
7360,W92LS,W,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,13,5,57100,49930.55556,32500,32013.42282
7361,W92LT,W,0,8,1,5,2,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,6,13,5,3,11,9,60200,52982.95455,42500,33848.16754
7362,W92LU,W,0,6,1,4,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,5,12,5,2,9,6,56700,50035.21127,32500,31906.25
7363,W92LW,W,0,4,1,2,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,3,8,3,2,10,2,26000,21615.38462,17500,13791.77378
7364,W92LX,W,0,4,1,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,9,4,2,9,5,56300,49718.30986,42500,32344.82759
7365,W92LY,W,0,9,2,6,2,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,5,18,5,5,16,10,51000,43868.31276,32500,27318.00766
7366,W92LZ,W,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,2,0,5,1,70700,63571.42857,110000,41785.71429
7367,W92NA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,52000,44861.11111,32500,28108.10811
7368,W92NB,W,0,6,0,3,2,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,5,23,7,9,25,4,67000,59819.00452,110000,38733.03167
